data,cobre,zinco,aluminio,chumbo,estanho,niquel,dolar
2023-04-13,9001.50,2830.00,2330.00,2162.00,24795.00,23210.00,4.95
2023-04-14,9082.00,2902.00,2356.00,2185.00,24800.00,24165.00,4.91
2023-04-17,8985.00,2846.00,2364.50,2132.00,27225.00,24455.00,4.95
2023-04-18,8966.00,2855.00,2401.00,2159.00,27660.00,24960.00,4.94
2023-04-19,8875.00,2767.00,2382.00,2156.00,26750.00,24465.00,4.97
2023-04-20,8875.00,2755.50,2410.00,2184.00,27250.00,25540.00,5.05
2023-04-21,8816.00,2739.00,2388.50,2204.00,27000.00,24335.00,5.05
2023-04-24,8762.50,2670.00,2354.50,2164.00,26950.00,24130.00,5.05
2023-04-25,8521.00,2618.00,2313.00,2162.00,26270.00,23865.00,5.06
2023-04-26,8579.00,2614.50,2339.50,2123.00,25610.00,23650.00,5.06
2023-04-27,8465.50,2610.00,2302.00,2122.00,25950.00,23655.00,5.06
2023-04-28,8571.00,2680.00,2342.00,2162.00,26350.00,23770.00,5.02
2023-05-01,8571.00,2680.00,2342.00,2162.00,26350.00,23770.00,5.02
2023-05-02,8573.00,2620.00,2353.00,2171.00,26800.00,24235.00,5.00
2023-05-03,8486.00,2609.00,2330.00,2145.00,27125.00,25100.00,5.03
2023-05-04,8539.00,2611.00,2297.00,2126.00,27000.00,25100.00,5.02
2023-05-05,8488.00,2630.00,2277.50,2104.00,26300.00,23800.00,5.01
2023-05-08,8488.00,2630.00,2277.50,2104.00,26300.00,23800.00,4.97
2023-05-09,8583.00,2658.00,2321.00,2118.00,26325.00,23930.00,4.97
2023-05-10,8469.00,2612.00,2276.00,2122.50,26010.00,23035.00,5.00
2023-05-11,8267.00,2575.00,2229.00,2120.00,26075.00,22250.00,4.95
2023-05-12,8240.00,2516.00,2230.50,2094.00,25025.00,22285.00,4.97
2023-05-15,8287.00,2558.00,2260.50,2065.00,25700.00,22200.00,4.92
2023-05-16,8076.00,2473.50,2235.50,2060.00,24925.00,21400.00,4.91
2023-05-17,8176.00,2521.50,2269.00,2050.00,25150.00,21320.00,4.91
2023-05-18,8171.50,2482.00,2312.00,2049.50,25405.00,21275.00,4.95
2023-05-19,8222.00,2491.00,2312.00,2096.00,25550.00,21275.00,4.96
2023-05-22,8094.00,2433.00,2262.00,2095.00,25150.00,21275.00,4.99
2023-05-23,7961.00,2362.50,2202.00,2072.00,24300.00,20760.00,4.97
2023-05-24,7910.00,2306.00,2234.00,2057.00,24550.00,20900.00,4.97
2023-05-25,7922.00,2224.00,2236.00,2032.50,24725.00,21125.00,4.95
2023-05-26,8082.00,2320.00,2242.00,2059.00,25000.00,21450.00,5.00
2023-05-29,8082.00,2320.00,2242.00,2059.00,25000.00,21450.00,5.01
2023-05-30,8122.00,2323.50,2230.00,2078.00,25705.00,21235.00,5.00
2023-05-31,8017.00,2228.00,2255.00,2035.50,25375.00,20450.00,5.06
2023-06-01,8210.50,2271.00,2281.00,1989.00,25575.00,20850.00,5.10
2023-06-02,8337.00,2302.00,2263.50,2010.00,26295.00,21490.00,5.04
2023-06-05,8265.00,2271.00,2216.00,2040.00,26000.00,20610.00,4.96
2023-06-06,8311.00,2290.00,2172.00,2035.00,26250.00,21050.00,4.92
2023-06-07,8352.00,2382.00,2169.00,2057.00,26050.00,21005.00,4.93
2023-06-08,8243.00,2371.00,2187.50,2029.50,25950.00,21110.00,4.91
2023-06-09,8368.00,2397.00,2221.00,2060.00,27075.00,21390.00,4.91
2023-06-12,8287.00,2356.50,2188.00,2090.00,26350.00,21100.00,4.89
2023-06-13,8421.50,2382.00,2193.50,2106.00,26625.00,21250.00,4.88
2023-06-14,8457.00,2450.00,2200.00,2147.00,27100.00,22155.00,4.85
2023-06-15,8479.00,2461.00,2197.00,2165.00,28900.00,22725.00,4.85
2023-06-16,8561.00,2485.00,2224.50,2174.00,28325.00,23140.00,4.82
2023-06-19,8542.00,2431.50,2195.00,2197.00,28600.00,22465.00,4.83
2023-06-20,8565.00,2375.00,2184.50,2185.00,28795.00,21830.00,4.78
2023-06-21,8490.00,2338.00,2157.00,2242.00,28595.00,21350.00,4.79
2023-06-22,8670.50,2442.50,2190.50,2222.00,28650.00,21210.00,4.78
2023-06-23,8490.00,2362.50,2132.50,2190.00,28195.00,20895.00,4.78
2023-06-26,8437.00,2331.50,2116.00,2159.00,26700.00,20560.00,4.78
2023-06-27,8367.00,2362.00,2151.50,2169.00,27650.00,20335.00,4.77
2023-06-28,8268.00,2348.00,2141.50,2130.50,27500.00,19855.00,4.79
2023-06-29,8165.50,2326.00,2105.50,2102.00,26900.00,19745.00,4.86
2023-06-30,8210.00,2363.00,2096.50,2105.00,27700.00,19745.00,4.86
2023-07-03,8355.00,2361.50,2107.00,2117.50,27700.00,20160.00,4.82
2023-07-04,8349.00,2370.00,2102.50,2115.00,28150.00,20300.00,4.79
2023-07-05,8251.00,2357.00,2093.00,2092.00,28050.00,20175.00,4.81
2023-07-06,8280.00,2365.00,2103.50,2059.00,29050.00,21135.00,4.86
2023-07-07,8299.00,2337.50,2086.00,2038.00,29050.00,20370.00,4.90
2023-07-10,8286.00,2341.50,2096.00,2066.00,28800.00,20685.00,4.88
2023-07-11,8371.00,2361.00,2129.00,2072.00,28750.00,20460.00,4.87
2023-07-12,8367.00,2360.00,2147.50,2077.00,28500.00,20950.00,4.89
2023-07-13,8585.00,2462.00,2236.00,2115.00,29450.00,21150.00,4.81
2023-07-14,8651.00,2413.00,2225.00,2114.00,29025.00,21305.00,4.80
2023-07-17,8460.50,2354.00,2195.00,2080.50,28800.00,20710.00,4.80
2023-07-18,8410.00,2348.00,2169.50,2094.00,28925.00,20600.00,4.83
2023-07-19,8354.00,2350.00,2142.00,2082.00,28350.00,20700.00,4.80
2023-07-20,8543.00,2402.00,2172.00,2082.00,29250.00,21155.00,4.80
2023-07-21,8422.00,2358.00,2153.50,2130.00,28900.00,20810.00,4.79
2023-07-24,8430.00,2366.00,2155.00,2136.50,28250.00,20605.00,4.77
2023-07-25,8597.00,2447.00,2184.00,2157.00,28875.00,21350.00,4.75
2023-07-26,8534.00,2455.00,2170.50,2140.00,28800.00,21575.00,4.75
2023-07-27,8578.50,2485.00,2176.00,2170.00,29450.00,21395.00,4.74
2023-07-28,8592.00,2485.00,2161.50,2157.00,28755.00,21650.00,4.72
2023-07-31,8635.50,2550.00,2195.50,2150.00,28900.00,21625.00,4.73
2023-08-01,8720.50,2554.00,2217.00,2152.00,27560.00,22355.00,4.74
2023-08-02,8545.00,2527.00,2176.50,2144.00,27250.00,21700.00,4.78
2023-08-03,8472.00,2462.50,2147.00,2139.50,27550.00,21300.00,4.81
2023-08-04,8450.50,2482.00,2166.00,2128.00,27925.00,20980.00,4.88
2023-08-07,8495.00,2500.00,2178.00,2143.00,27850.00,21250.00,4.86
2023-08-08,8276.00,2448.00,2143.00,2110.00,27550.00,20650.00,4.90
2023-08-09,8395.00,2500.00,2153.00,2119.00,27080.00,20450.00,4.92
2023-08-10,8423.50,2477.00,2161.50,2122.00,26775.00,20225.00,4.90
2023-08-11,8242.00,2415.50,2127.00,2118.00,25775.00,20000.00,4.85
2023-08-14,8242.00,2357.00,2096.00,2088.00,24975.00,19825.00,4.89
2023-08-15,8126.50,2313.00,2085.50,2099.00,24600.00,19685.00,4.95
2023-08-16,8132.00,2282.00,2089.00,2123.00,24730.00,19850.00,4.98
2023-08-17,8215.00,2312.00,2131.00,2144.00,25000.00,19850.00,4.98
2023-08-18,8176.00,2261.00,2096.00,2154.00,25050.00,19925.00,4.98
2023-08-21,8239.50,2270.50,2068.50,2168.00,24925.00,20050.00,4.97
2023-08-22,8342.00,2336.00,2121.50,2195.00,25900.00,20215.00,4.98
2023-08-23,8377.50,2328.50,2129.00,2190.00,25635.00,20525.00,4.94
2023-08-24,8358.50,2363.00,2119.50,2214.00,25750.00,20400.00,4.90
2023-08-25,8381.50,2375.50,2124.00,2178.00,25265.00,20900.00,4.87
