data,cobre,zinco,aluminio,chumbo,estanho,niquel,dolar
2021-07-12,9347.00,2919.50,2449.00,2315.00,33510.00,18566.00,5.22
2021-07-13,9310.00,2919.50,2478.00,2302.50,33550.00,18785.00,5.18
2021-07-14,9309.00,2927.50,2509.00,2301.00,33639.00,18689.00,5.09
2021-07-15,9347.00,2932.50,2495.00,2310.00,33917.00,18695.00,5.10
2021-07-16,9396.50,2966.00,2493.00,2326.50,34177.00,18895.00,5.09
2021-07-19,9264.50,2937.00,2425.00,2278.50,34610.00,18866.00,5.20
2021-07-20,9211.00,2935.50,2424.50,2320.00,34767.00,18570.00,5.25
2021-07-21,9271.50,2922.50,2432.00,2341.50,34601.00,18382.00,5.25
2021-07-22,9382.50,2920.50,2449.00,2386.50,34750.00,18870.00,5.20
2021-07-23,9433.50,2944.00,2492.00,2416.00,35101.00,19267.00,5.17
2021-07-26,9580.00,2946.00,2499.50,2424.50,35671.00,19482.00,5.19
2021-07-27,9709.00,2948.00,2497.50,2385.00,35760.00,19368.00,5.17
2021-07-28,9697.00,2951.50,2516.00,2369.50,35671.00,19583.00,5.15
2021-07-29,9781.00,2984.50,2556.50,2396.00,35732.00,19769.00,5.07
2021-07-30,9747.50,3039.00,2624.00,2424.00,35965.00,19892.00,5.12
2021-08-02,9737.00,3043.00,2635.00,2445.50,36141.00,19725.00,5.14
2021-08-03,9583.50,2970.50,2595.50,2435.00,36437.00,19324.00,5.25
2021-08-04,9503.00,2975.00,2575.50,2469.00,36475.00,19448.00,5.21
2021-08-05,9429.00,2984.50,2583.50,2441.00,35982.00,19279.00,5.15
2021-08-06,9529.50,3006.00,2618.50,2362.00,36065.00,19533.00,5.24
2021-08-09,9311.50,2957.00,2547.00,2295.50,35935.00,18748.00,5.28
2021-08-10,9409.50,2978.50,2579.00,2319.00,36395.00,18718.00,5.22
2021-08-11,9421.00,3018.50,2578.00,2350.50,36240.00,18885.00,5.20
2021-08-12,9508.50,3016.50,2602.00,2390.00,36594.00,19540.00,5.24
2021-08-13,9429.50,3007.00,2602.50,2448.50,36109.00,19650.00,5.25
2021-08-16,9377.00,3012.00,2644.00,2419.50,36064.00,19505.00,5.25
2021-08-17,9346.50,3002.50,2633.00,2428.00,36491.00,19470.00,5.26
2021-08-18,9148.50,2998.00,2589.50,2504.00,35985.00,19019.00,5.30
2021-08-19,8775.50,2939.50,2544.00,2491.00,32735.00,18476.00,5.42
2021-08-20,8922.00,2948.50,2569.00,2467.50,33693.00,18569.00,5.43
2021-08-23,9237.00,2942.00,2609.00,2473.50,33170.00,18895.00,5.37
2021-08-24,9316.50,2965.00,2648.50,2451.50,32905.00,19065.00,5.30
2021-08-25,9378.50,3032.00,2647.50,2480.00,33579.00,19225.00,5.25
2021-08-26,9323.00,2990.00,2635.00,2433.50,34077.00,18868.00,5.24
2021-08-27,9352.00,2983.50,2673.50,2459.50,34452.00,18914.00,5.22
2021-08-31,9462.50,2997.50,2714.00,2435.00,34781.00,19513.00,5.14
2021-09-01,9312.00,2977.50,2667.50,2400.00,34129.00,19541.00,5.16
2021-09-02,9347.00,2987.50,2694.50,2391.50,33942.00,19365.00,5.16
2021-09-03,9361.00,2984.50,2696.00,2383.00,33540.00,19494.00,5.17
2021-09-06,9401.00,3008.00,2745.00,2374.00,33250.00,19640.00,5.17
2021-09-07,9325.00,3020.00,2740.00,2348.00,33005.00,19555.00,5.18
2021-09-08,9325.00,3020.00,2740.00,2348.00,33005.00,19555.00,5.18
2021-09-09,9356.00,3072.00,2817.00,2324.00,33825.00,20240.00,5.25
2021-09-10,9515.00,3089.00,2896.50,2368.00,34750.00,20375.00,5.28
2021-09-13,9627.00,3072.00,2950.00,2299.00,34950.00,19930.00,5.22
2021-09-14,9407.00,3015.00,2847.00,2272.00,34300.00,19640.00,5.22
2021-09-15,9488.50,3052.00,2868.00,2234.50,34375.00,19850.00,5.23
2021-09-16,9392.00,3064.00,2869.00,2247.50,34950.00,19530.00,5.26
2021-09-17,9435.50,3110.00,2915.00,2214.00,35375.00,20060.00,5.26
2021-09-20,9145.50,3018.00,2847.00,2170.00,34750.00,19080.00,5.31
2021-09-21,9106.00,3003.00,2864.00,2170.00,35350.00,18910.00,5.33
2021-09-22,9255.00,3019.00,2887.00,2138.00,36000.00,19080.00,5.30
2021-09-23,9252.00,3044.00,2937.00,2139.00,36600.00,19235.00,5.28
2021-09-24,9275.00,3110.00,2905.50,2158.50,37525.00,19180.00,5.29
2021-09-27,9341.00,3093.00,2888.00,2184.00,36595.00,18910.00,5.34
2021-09-28,9263.00,3071.00,2899.00,2205.00,36800.00,18620.00,5.35
2021-09-29,9227.00,3047.50,2913.00,2185.50,37600.00,18625.00,5.42
2021-09-30,9041.00,3015.00,2851.00,2114.00,36600.00,18180.00,5.42
2021-10-01,9113.00,2999.00,2865.00,2155.00,35600.00,18125.00,5.44
2021-10-04,9267.50,3013.00,2889.00,2190.00,35800.00,18140.00,5.39
2021-10-05,9091.50,3011.50,2894.50,2185.50,36400.00,17800.00,5.42
2021-10-06,9096.00,3015.00,2880.00,2197.00,36750.00,18095.00,5.46
2021-10-07,9177.00,3025.00,2916.00,2181.00,36205.00,18240.00,5.51
2021-10-08,9246.00,3098.00,2902.00,2255.00,36925.00,18870.00,5.51
2021-10-11,9527.00,3198.00,3020.00,2281.00,37700.00,19420.00,5.51
2021-10-12,9585.00,3248.00,3052.00,2289.00,37755.00,19375.00,5.52
2021-10-13,9661.00,3410.00,3076.00,2330.00,37800.00,19235.00,5.52
2022-01-03,9692.00,3630.00,2806.00,2328.50,39635.00,20925.00,5.65
2022-01-04,9692.00,3630.00,2806.00,2328.50,39635.00,20925.00,5.70
2022-01-05,9660.00,3602.00,2815.50,2327.00,39400.00,20730.00,5.69
2022-01-06,9778.00,3660.00,2866.00,2343.00,39700.00,20900.00,5.71
2022-01-07,9565.00,3590.00,2912.50,2291.00,39650.00,20480.00,5.65
2022-01-10,9665.00,3576.50,2923.00,2303.00,40425.00,21045.00,5.67
2022-01-11,9662.00,3540.00,2950.00,2305.00,40700.00,21680.00,5.62
2022-01-12,9945.00,3582.00,3003.00,2344.50,41750.00,22200.00,5.63
2022-01-13,9972.00,3575.00,2960.00,2367.00,41850.00,22130.00,5.56
2022-01-14,9900.00,3560.00,2977.50,2383.00,40850.00,22850.00,5.52
2022-01-17,9674.50,3535.00,3009.00,2358.00,41500.00,22475.00,5.53
2022-01-18,9707.00,3544.00,3006.00,2357.00,42500.00,22740.00,5.50
2022-01-19,9801.00,3602.00,3036.00,2352.00,43050.00,22795.00,5.52
2022-01-20,9925.00,3674.00,3109.50,2370.00,44195.00,23900.00,5.49
2022-01-21,9970.00,3686.00,3079.50,2393.50,43900.00,24000.00,5.41
2022-01-24,9800.00,3642.00,3044.50,2372.00,43375.00,23500.00,5.44
2022-01-25,9744.00,3615.00,3064.00,2359.00,41700.00,22535.00,5.49
2022-01-26,9965.00,3645.00,3093.00,2366.00,42800.00,23425.00,5.49
2022-01-27,9872.00,3649.00,3107.00,2330.00,43145.00,22860.00,5.43
2022-01-28,9678.00,3644.00,3110.00,2302.00,42450.00,22750.00,5.38
2022-01-31,9620.00,3675.00,3076.00,2289.00,42550.00,22800.00,5.40
2022-02-01,9701.00,3635.00,3072.00,2250.00,43600.00,23300.00,5.36
2022-02-02,9880.00,3650.00,3043.00,2247.00,43750.00,23400.00,5.28
2022-02-03,9785.00,3618.00,3058.50,2229.00,43560.00,23225.00,5.30
2022-02-04,9875.00,3635.00,3087.00,2225.00,43375.00,23475.00,5.30
2022-02-07,9850.00,3623.00,3148.00,2199.00,43250.00,23650.00,5.33
2022-02-08,9760.00,3653.00,3245.00,2204.00,43375.00,23530.00,5.29
2022-02-09,9881.00,3633.50,3248.00,2234.00,43400.00,23550.00,5.27
2022-02-10,10220.50,3738.00,3313.00,2300.00,44445.00,24055.00,5.27
2022-02-11,10040.00,3673.00,3200.00,2289.00,44195.00,23705.00,5.21
2022-02-14,9882.00,3631.00,3306.00,2300.00,44000.00,23650.00,5.20
2022-02-15,10020.00,3613.00,3223.00,2310.00,43575.00,23950.00,5.21
2022-02-16,10045.50,3634.00,3282.00,2340.00,43785.00,23905.00,5.19
2022-02-17,10010.00,3621.00,3294.00,2351.00,43750.00,24150.00,5.16
2022-02-18,10015.00,3668.50,3314.00,2363.00,44150.00,24500.00,5.16
2022-02-21,9960.00,3600.00,3315.00,2343.50,44150.00,24870.00,5.13
2022-02-22,10020.00,3628.00,3420.00,2335.00,44700.00,25650.00,5.10
2022-02-23,10005.00,3615.50,3323.50,2347.50,44750.00,24950.00,5.06
2022-02-24,9983.00,3670.00,3519.00,2370.00,45795.00,26105.00,5.01
2022-02-25,9920.00,3640.00,3355.50,2359.00,45200.00,24700.00,5.12
2022-02-28,9974.00,3705.00,3450.00,2402.00,45550.00,25240.00,5.14
2022-03-01,9976.00,3737.00,3495.50,2413.00,46000.00,25450.00,5.14
2022-03-02,10257.50,3927.00,3605.00,2433.50,46150.00,27000.00,5.14
2022-03-03,10470.00,3985.00,3728.50,2424.50,46655.00,28800.00,5.13
2022-03-04,10466.00,4024.50,3851.00,2440.00,47325.00,29800.00,5.05
2022-03-07,10730.00,4248.00,3984.50,2513.00,48670.00,42995.00,5.08
2022-03-08,10171.00,4091.00,3500.50,2491.00,50050.00,48201.00,5.06
2022-03-09,10052.00,3940.00,3532.00,2401.00,48200.00,48211.00,5.09
2022-03-10,10144.00,3961.00,3535.00,2401.00,42800.00,48241.00,5.01
2022-03-11,10145.00,3835.00,3472.00,2361.00,44025.00,48226.00,5.05
2022-03-14,9880.00,3782.00,3399.00,2272.00,44100.00,48211.00,5.03
2022-03-15,9826.00,3771.00,3217.50,2230.00,42525.00,48196.00,5.06
2022-03-16,10100.50,3821.00,3306.00,2245.00,43100.00,45795.00,5.13
2022-03-17,10166.00,3805.00,3288.00,2235.00,41850.00,42150.00,5.13
2022-03-18,10249.00,3850.00,3380.50,2259.00,42450.00,37115.00,5.08
2022-03-21,10173.00,3896.00,3518.00,2248.00,41425.00,31580.00,5.04
2022-03-22,10342.00,3945.00,3550.50,2270.00,41550.00,30800.00,4.97
2022-03-23,10311.00,4018.00,3560.00,2336.50,42000.00,32355.00,4.92
2022-03-24,10421.00,4140.00,3664.00,2350.00,42425.00,37200.00,4.87
2022-03-25,10280.00,4073.00,3583.00,2346.00,42650.00,35550.00,4.81
2022-03-28,10227.00,4064.00,3606.00,2369.50,42925.00,34050.00,4.78
2022-03-29,10350.00,4101.00,3583.00,2394.00,42750.00,33100.00,4.79
2022-03-30,10390.50,4134.50,3508.00,2402.00,43900.00,32750.00,4.75
2022-03-31,10337.00,4260.00,3503.00,2433.00,44200.00,33400.00,4.75
2022-04-01,10247.00,4332.00,3483.00,2447.00,44500.00,32800.00,4.74
2022-04-04,10301.50,4471.00,3444.00,2435.00,45500.00,33690.00,4.70
2022-04-05,10426.00,4310.00,3415.00,2419.00,45400.00,33750.00,4.62
2022-04-06,10350.50,4306.00,3443.50,2389.00,45175.00,33600.00,4.64
2022-04-07,10292.00,4250.00,3346.00,2405.00,44300.00,33500.00,4.70
2022-04-08,10390.00,4280.00,3395.00,2425.00,44295.00,34100.00,4.74
2022-04-11,10235.50,4372.00,3234.50,2409.00,43325.00,32925.00,4.75
2022-04-12,10201.00,4345.00,3214.50,2418.00,43650.00,32450.00,4.70
2022-04-13,10290.50,4515.00,3207.00,2450.00,43450.00,33000.00,4.65
2022-04-14,10277.00,4472.00,3237.50,2471.00,43325.00,33250.00,4.68
2022-04-15,10277.00,4472.00,3237.50,2471.00,43325.00,33250.00,4.72
2022-04-18,10277.00,4472.00,3237.50,2471.00,43325.00,33250.00,4.72
2022-04-19,10381.00,4530.00,3312.00,2425.00,43600.00,33700.00,4.67
2022-04-20,10215.00,4510.00,3240.00,2425.00,43400.00,33800.00,4.67
2022-04-21,10268.00,4485.00,3262.00,2414.00,43275.00,33775.00,4.64
2022-04-22,10230.50,4515.00,3244.00,2400.00,42200.00,33850.00,4.70
2022-04-25,9919.00,4279.50,3090.00,2368.00,40475.00,32650.00,4.73
2022-04-26,9912.50,4315.00,3102.50,2359.00,41250.00,32825.00,4.88
2022-04-27,9910.00,4319.50,3100.00,2320.00,40790.00,33300.00,4.97
2022-04-28,9812.00,4230.50,3065.50,2280.00,40600.00,33275.00,5.02
2022-04-29,9820.50,4212.00,3039.00,2279.00,40800.00,32430.00,5.01
2022-05-02,9820.50,4212.00,3039.00,2279.00,40800.00,32430.00,4.92
2022-05-03,9511.00,4045.00,2911.50,2268.00,41300.00,30910.00,5.03
2022-05-04,9474.00,3955.00,2929.00,2275.00,40700.00,30385.00,5.02
2022-05-05,9541.00,3993.00,2917.00,2305.00,40775.00,30200.00,5.01
2022-05-06,9428.00,3829.00,2832.50,2231.00,40585.00,29930.00,5.01
2022-05-09,9160.00,3655.00,2708.00,2129.00,38000.00,28400.00,5.08
2022-05-10,9350.00,3642.00,2677.00,2117.00,36700.00,27760.00,5.13
2022-05-11,9367.00,3660.00,2737.00,2107.00,35700.00,27800.00,5.14
2022-05-12,9018.50,3541.00,2688.00,2073.00,33875.00,27600.00,5.12
2022-05-13,9064.00,3500.00,2723.00,2064.00,34375.00,27425.00,5.15
2022-05-16,9270.00,3583.50,2791.00,2094.00,35000.00,26105.00,5.11
2022-05-17,9396.00,3687.00,2836.00,2102.00,34325.00,26300.00,5.07
2022-05-18,9264.50,3646.50,2845.00,2077.00,33925.00,26180.00,4.97
2022-05-19,9287.00,3647.50,2826.00,2033.00,33900.00,26125.00,4.96
2022-05-20,9477.00,3755.00,2931.00,2146.00,34705.00,27950.00,4.92
2022-05-23,9500.50,3777.00,2963.00,2167.00,34800.00,26800.00,4.88
2022-05-24,9460.50,3769.00,2881.00,2181.50,34200.00,26280.00,4.80
2022-05-25,9287.00,3750.00,2829.50,2121.50,34300.00,26725.00,4.81
2022-05-26,9359.00,3744.00,2825.50,2106.00,33725.00,27550.00,4.84
2022-05-27,9383.00,3815.00,2823.00,2091.50,34050.00,27850.00,4.80
2022-05-30,9520.50,3976.00,2863.00,2184.00,35000.00,29975.00,4.74
2022-05-31,9500.50,3978.00,2816.50,2176.00,34900.00,28700.00,4.72
2022-06-01,9455.00,3896.00,2701.50,2143.50,35250.00,27710.00,4.73
2022-06-02,9455.00,3896.00,2701.50,2143.50,35250.00,27710.00,4.77
2022-06-03,9455.00,3896.00,2701.50,2143.50,35250.00,27710.00,4.78
2022-06-06,9712.00,3913.00,2742.00,2181.00,35900.00,29400.00,4.80
2022-06-07,9612.00,3745.50,2715.00,2169.00,36200.00,29050.00,4.78
2022-06-08,9692.00,3822.00,2765.50,2225.00,37000.00,28860.00,4.89
2022-06-09,9630.00,3792.00,2752.50,2198.00,37200.00,28055.00,4.87
2022-06-10,9537.00,3755.00,2695.00,2151.00,36550.00,27570.00,4.90
2022-06-13,9290.00,3607.00,2589.50,2102.00,34500.00,26390.00,4.98
2022-06-14,9263.00,3661.00,2588.00,2075.00,31000.00,25500.00,5.10
2022-06-15,9257.00,3701.00,2580.00,2082.00,32850.00,25650.00,5.12
2022-06-16,9105.00,3636.00,2500.50,2067.00,32450.00,25425.00,5.11
2022-06-17,9101.00,3580.00,2474.00,2073.00,32600.00,25435.00,5.11
2022-06-20,8875.00,3572.00,2462.00,2046.00,31025.00,25230.00,5.13
2022-06-21,9000.00,3721.00,2519.50,2080.50,31560.00,25540.00,5.16
2022-06-22,8729.00,3699.50,2455.50,2040.00,29525.00,24975.00,5.15
2022-06-23,8578.00,3677.00,2480.00,1985.00,26850.00,24110.00,5.15
2022-06-24,8280.50,3540.00,2436.00,1896.00,25050.00,22900.00,5.18
2022-06-27,8353.00,3450.00,2453.00,1982.00,27500.00,23200.00,5.23
2022-06-28,8502.00,3449.50,2500.00,1989.50,28150.00,23900.00,5.22
2022-06-29,8446.00,3410.00,2452.00,1955.00,27325.00,24750.00,5.22
2022-06-30,8245.00,3251.50,2397.00,1907.00,27050.00,23100.00,5.23
2022-07-01,7975.50,3125.00,2384.00,1919.00,27000.00,21650.00,5.24
2022-07-04,8036.00,3170.00,2431.50,1947.00,27195.00,22685.00,5.31
2022-07-05,7807.00,3041.00,2374.00,1932.50,25700.00,21925.00,5.30
2022-07-06,7525.50,3060.00,2358.00,1981.50,25300.00,22225.00,5.39
2022-07-07,7835.00,3162.00,2417.50,2015.00,25625.00,22025.00,5.43
2022-07-08,7790.00,3151.00,2399.50,1948.00,25800.00,21255.00,5.36
2022-07-11,7623.00,3122.00,2417.00,1940.00,25800.00,21500.00,5.31
2022-07-12,7370.50,3137.00,2358.00,1945.00,25700.00,21450.00,5.35
2022-07-13,7267.00,3060.50,2343.00,1981.00,24900.00,21700.00,5.41
2022-07-14,7216.00,2972.00,2329.00,1891.00,25600.00,20335.00,5.40
2022-07-15,7000.00,2921.00,2320.50,1925.00,23600.00,19100.00,5.46
2022-07-18,7320.00,3032.00,2377.50,1994.00,24010.00,20200.00,5.40
2022-07-19,7281.50,3045.00,2412.00,1972.00,24900.00,21350.00,5.37
2022-07-20,7371.00,3090.00,2456.50,2032.00,25000.00,21300.00,5.39
2022-07-21,7231.50,3005.00,2426.00,1996.00,24475.00,21200.00,5.43
2022-07-22,7372.00,3045.00,2460.00,2005.00,24700.00,21530.00,5.48
2022-07-25,7448.00,3050.00,2431.50,2021.00,25200.00,22550.00,5.45
2022-07-26,7591.50,3140.00,2437.00,2004.00,25300.00,22320.00,5.41
2022-07-27,7552.00,3116.00,2390.50,2016.50,24150.00,21300.00,5.36
2022-07-28,7712.00,3246.00,2458.00,2013.00,24275.00,21500.00,5.31
2022-07-29,7800.50,3351.00,2452.00,2023.00,24405.00,22050.00,5.21
2022-08-01,7930.50,3405.50,2469.50,2057.00,25795.00,24025.00,5.19
2022-08-02,7819.00,3445.00,2448.50,2042.00,24700.00,22825.00,5.16
2022-08-03,7774.00,3355.00,2403.00,2021.00,24350.00,22000.00,5.23
2022-08-04,7642.00,3431.00,2374.00,2019.50,24600.00,22035.00,5.28
2022-08-05,7830.50,3550.00,2447.50,2092.00,24755.00,22170.00,5.24
2022-08-08,7835.00,3507.00,2435.50,2140.50,23100.00,21725.00,5.22
2022-08-09,7971.50,3577.00,2488.00,2183.00,24495.00,21355.00,5.12
2022-08-10,7976.00,3632.00,2462.50,2175.00,23850.00,21330.00,5.12
2022-08-11,8140.00,3727.00,2498.00,2185.50,24875.00,23110.00,5.05
2022-08-12,8065.00,3672.00,2468.50,2176.00,25010.00,23225.00,5.11
2022-08-15,7865.50,3621.00,2389.50,2175.00,24300.00,21850.00,5.10
2022-08-16,7992.00,3877.00,2442.00,2192.00,24995.00,22500.00,5.09
2022-08-17,7955.00,3635.50,2414.00,2141.00,24950.00,22035.00,5.13
2022-08-18,8020.00,3574.00,2412.00,2126.00,24550.00,21850.00,5.18
2022-08-19,8051.00,3532.00,2376.00,2070.00,24950.00,21575.00,5.18
2022-08-22,8041.00,3550.00,2387.50,2032.00,24500.00,21810.00,5.20
2022-08-23,8100.50,3520.00,2438.50,2005.00,24545.00,21780.00,5.17
2022-08-24,8031.50,3561.00,2422.00,1958.00,24455.00,21350.00,5.10
2022-08-25,8155.00,3622.00,2442.50,1997.00,24650.00,21250.00,5.11
2022-08-26,8315.00,3678.00,2495.00,1997.50,24450.00,21510.00,5.12
2022-08-29,8315.00,3678.00,2495.00,1997.50,24450.00,21510.00,5.09
2022-08-30,7910.50,3592.00,2406.50,1979.00,23775.00,21385.00,5.04
2022-08-31,7721.00,3540.00,2368.50,1950.00,23600.00,21255.00,5.06
2022-09-01,7702.00,3300.00,2306.00,1915.00,21625.00,20525.00,5.18
2022-09-02,7587.00,3144.50,2309.00,1890.00,21700.00,20200.00,5.20
2022-09-05,7652.50,3265.00,2290.50,1882.00,21650.00,21000.00,5.19
2022-09-06,7707.00,3217.00,2260.00,1895.00,21750.00,21355.00,5.17
2022-09-07,7730.00,3171.00,2230.50,1895.00,20525.00,21450.00,5.22
2022-09-08,7906.00,3192.00,2256.00,1888.00,21700.00,21400.00,5.22
2022-09-09,7985.00,3222.50,2280.00,1918.00,21305.00,22200.00,5.21
2022-09-12,8026.00,3248.00,2288.50,1929.00,21550.00,23325.00,5.16
2022-09-13,8230.00,3319.50,2309.50,1956.00,22245.00,24655.00,5.12
2022-09-14,7865.00,3215.00,2227.50,1930.00,21350.00,23755.00,5.18
2022-09-15,7806.00,3225.00,2272.00,1936.00,20900.00,23310.00,5.18
2022-09-16,7792.00,3124.00,2259.00,1882.00,21185.00,23500.00,5.22
2022-09-19,7772.00,3145.00,2232.00,1882.00,20450.00,24610.00,5.29
2022-09-20,7796.00,3201.50,2245.50,1874.00,21200.00,24750.00,5.24
2022-09-21,7761.50,3132.00,2191.00,1847.00,21635.00,24860.00,5.17
2022-09-22,7815.00,3131.50,2195.50,1877.00,21745.00,24525.00,5.17
2022-09-23,7446.00,3035.00,2153.00,1802.00,21410.00,23135.00,5.17
2022-09-26,7449.00,2944.00,2125.50,1776.00,20595.00,22150.00,5.23
2022-09-27,7475.00,2938.00,2106.00,1754.00,20900.00,21890.00,5.35
2022-09-28,7353.00,2830.00,2080.00,1765.00,20900.00,21225.00,5.35
2022-09-29,7660.50,3015.00,2261.00,1856.00,20605.00,22900.00,5.36
2022-09-30,7647.00,2986.00,2180.00,1889.00,20750.00,22290.00,5.39
2022-10-03,7524.00,2956.00,2164.00,1865.50,20345.00,21575.00,5.41
2022-10-04,7596.00,2989.00,2261.50,1877.00,20255.00,21300.00,5.20
2022-10-05,7661.00,3028.00,2289.00,1965.50,20305.00,22275.00,5.14
2022-10-06,7744.00,3096.00,2355.00,2049.00,20250.00,22350.00,5.21
2022-10-07,7575.50,3061.50,2342.00,2078.00,20000.00,22360.00,5.20
2023-01-02,8387.00,3025.00,2360.50,2335.00,24800.00,30425.00,5.22
2023-01-03,8390.00,3004.00,2337.50,2322.00,25050.00,31200.00,5.34
2023-01-04,8209.00,2977.00,2250.00,2331.00,25250.00,29750.00,5.38
2023-01-05,8420.00,3040.00,2270.00,2298.50,25100.00,28775.00,5.45
2023-01-06,8362.50,2994.00,2242.50,2235.00,25250.00,27465.00,5.40
2023-01-09,8722.00,3154.00,2336.50,2318.00,25600.00,27485.00,5.29
2023-01-10,8766.50,3193.00,2397.00,2208.00,25600.00,27700.00,5.30
2023-01-11,8987.00,3175.50,2451.00,2202.00,26600.00,27575.00,5.24
2023-01-12,9071.50,3215.00,2447.00,2155.00,27475.00,26475.00,5.20
2023-01-13,9107.00,3301.50,2511.00,2215.00,28530.00,27175.00,5.14
2023-01-16,9145.50,3352.00,2603.00,2288.00,28125.00,27100.00,5.11
2023-01-17,9114.00,3286.00,2562.50,2241.00,28100.00,26750.00,5.11
2023-01-18,9436.00,3415.00,2636.00,2218.00,28650.00,27510.00,5.12
2023-01-19,9190.00,3372.00,2541.00,2163.00,28650.00,28175.00,5.09
2023-01-20,9232.00,3445.00,2585.50,2142.00,29275.00,28650.00,5.21
2023-01-23,9340.50,3436.50,2593.00,2105.00,29900.00,27650.00,5.20
2023-01-24,9308.00,3420.50,2594.50,2063.00,29950.00,28110.00,5.19
2023-01-25,9258.00,3440.00,2606.00,2148.00,30325.00,28755.00,5.17
2023-01-26,9288.50,3488.00,2598.00,2199.00,31450.00,28750.00,5.10
2023-01-27,9345.50,3509.00,2597.00,2207.00,32050.00,29065.00,5.10
2023-01-30,9227.00,3450.00,2577.00,2171.00,29515.00,29535.00,5.08
2023-01-31,9075.00,3409.00,2533.50,2142.00,29250.00,29400.00,5.10
2023-02-01,9175.00,3439.50,2611.00,2145.00,29550.00,30060.00,5.10
2023-02-02,9114.00,3350.00,2572.50,2131.00,29250.00,28735.00,5.07
2023-02-03,9060.00,3361.00,2560.00,2113.50,28650.00,29110.00,4.99
2023-02-06,8891.50,3200.00,2486.50,2102.00,26805.00,27450.00,5.10
2023-02-07,8865.00,3137.00,2472.50,2069.00,27050.00,26810.00,5.18
2023-02-08,9006.00,3202.00,2469.00,2130.00,28050.00,27300.00,5.17
2023-02-09,8953.50,3180.00,2424.50,2130.00,27675.00,27050.00,5.20
2023-02-10,8905.00,3119.00,2435.00,2096.00,27550.00,27710.00,5.23
2023-02-13,8912.00,3042.00,2382.50,2089.00,27550.00,26755.00,5.25
2023-02-14,8931.50,3134.00,2391.00,2096.50,27125.00,26900.00,5.18
2023-02-15,8826.00,3067.00,2367.00,2062.50,26325.00,25805.00,5.15
2023-02-16,8892.00,3035.00,2341.50,2034.00,26700.00,25860.00,5.22
2023-02-17,8871.00,3037.00,2335.00,2048.00,26525.00,25600.00,5.24
2023-02-20,9015.00,3110.00,2392.00,2087.00,26100.00,25955.00,5.20
2023-02-21,9103.50,3170.00,2430.50,2156.00,26850.00,26600.00,5.20
2023-02-22,9121.00,3106.50,2385.50,2143.00,26850.00,26225.00,5.20
2023-02-23,9060.00,3087.00,2368.50,2089.50,26500.00,25600.00,5.17
2023-02-24,8807.00,3021.00,2307.00,2066.00,25925.00,24850.00,5.13
2023-02-27,8751.00,3034.50,2314.00,2107.00,25250.00,24600.00,5.18
2023-02-28,8844.00,3042.50,2300.00,2083.00,25110.00,24820.00,5.20
2023-03-01,9066.50,3091.50,2364.00,2138.00,25650.00,25025.00,5.21
2023-03-02,8896.00,3075.00,2366.50,2108.00,24850.00,24160.00,5.21
2023-03-03,8945.00,3090.00,2361.50,2138.00,24125.00,24405.00,5.21
2023-03-06,8819.00,3030.00,2321.50,2117.00,24350.00,24450.00,5.20
2023-03-07,8824.00,3012.00,2312.50,2088.00,24350.00,23960.00,5.20
2023-03-08,8810.00,2990.00,2288.50,2087.00,23495.00,23500.00,5.19
2023-03-09,8808.00,2967.50,2291.00,2076.00,23005.00,23225.00,5.14
2023-03-10,8755.00,2941.00,2249.00,2077.00,22500.00,22675.00,5.14
2023-03-13,8651.00,2905.00,2236.50,2063.00,22900.00,22625.00,5.18
2023-03-14,8905.00,2954.00,2272.00,2099.00,22550.00,23255.00,5.24
2023-03-15,8525.00,2864.50,2246.00,2079.00,22675.00,22750.00,5.24
2023-03-16,8535.00,2864.00,2237.50,2055.00,22225.00,22650.00,5.30
2023-03-17,8621.00,2933.00,2232.00,2067.50,22435.00,23210.00,5.29
2023-03-20,8677.00,2925.00,2237.50,2104.00,22800.00,22675.00,5.27
2023-03-21,8824.00,2897.00,2235.00,2130.00,23145.00,22550.00,5.25
2023-03-22,8880.50,2888.00,2232.00,2150.00,23300.00,22300.00,5.24
2023-03-23,8917.00,2894.00,2265.00,2146.50,23850.00,21895.00,5.26
2023-03-24,8927.00,2900.00,2265.00,2135.00,24375.00,22795.00,5.26
2023-03-27,8876.00,2914.00,2298.00,2125.00,25625.00,23875.00,5.29
2023-03-28,8934.00,2937.00,2315.00,2156.00,26050.00,23600.00,5.23
2023-03-29,9052.00,3035.00,2366.00,2182.00,26100.00,24200.00,5.17
2023-03-30,9038.50,2980.00,2344.00,2174.00,25900.00,23185.00,5.15
2023-03-31,8935.00,2906.50,2336.50,2145.00,26075.00,23100.00,5.13
2023-04-03,8966.00,2937.00,2380.50,2137.00,25900.00,23560.00,5.08
2023-04-04,8930.00,2893.00,2341.50,2122.00,25825.00,22910.00,5.06
2023-04-05,8780.00,2848.00,2306.00,2119.50,24675.00,22710.00,5.08
2023-04-06,8836.00,2810.50,2300.50,2128.00,24950.00,22500.00,5.04
2023-04-07,8836.00,2810.50,2300.50,2128.00,24950.00,22500.00,5.06
2023-04-10,8836.00,2810.50,2300.50,2128.00,24950.00,22500.00,5.06
2023-04-11,8837.50,2784.00,2268.00,2121.00,24050.00,22850.00,5.08
2023-04-12,8803.00,2751.00,2258.50,2142.00,23940.00,22890.00,5.01
